Chapter	Question Code	Question	Question Choice	Answer 1	Answer 2	Answer 3	Answer 4	Answer 5	Answer 6	Correct Answer	Difficulty Level	Category	Sub Topics	Explanation	Page Number
Chapter 24	INST-3E-800	An instructor encounters a prospective paramedic student who completed a 16-week accelerated paramedic program and now wishes to take the NREMT paramedic certification exam. The program was state-approved but not CAAHEP-accredited. What should the instructor advise the student?	Single	"The student is ineligible for NREMT paramedic certification because CAAHEP accreditation requires programs to be at least one academic year in length, and only graduates from CAAHEP-accredited programs may sit for the NREMT paramedic exam."	The student should contact their state EMS office to obtain a state-approved equivalency certificate that will allow them to take the NREMT paramedic exam despite the program not being CAAHEP-accredited.	The student can take the NREMT paramedic exam because state approval of EMS programs is equivalent to CAAHEP accreditation for the purposes of national certification eligibility in most jurisdictions.	The student should enroll in additional continuing education courses through a CAPCE-accredited provider to meet the clinical hour requirements necessary for NREMT paramedic exam eligibility despite the shorter program length.			A	3	Administrative Issues	Administrative Issues > National EMS Education Program Accreditation	"The correct answer accurately reflects that NREMT paramedic certification eligibility requires graduation from a CAAHEP-accredited program, and CAAHEP does not accredit programs shorter than one academic year, making this 16-week program ineligible regardless of state approval. The distractor about state equivalency certificates sounds plausible but confuses state licensure pathways with NREMT national certification requirements, which strictly mandate CAAHEP graduation. The distractor equating state approval with CAAHEP accreditation reflects a common misconception; while some states may license paramedics from non-CAAHEP programs, this does not grant NREMT eligibility. The CAPCE distractor incorrectly suggests continuing education can substitute for programmatic accreditation; CAPCE accredits continuing education for recertification, not initial certification eligibility, and cannot remedy the absence of CAAHEP accreditation for entry-level paramedic education."	"Foundations of Education, page 470"
Chapter 24	INST-3E-808	An EMS instructor is developing a 12-hour advanced medical emergencies course intended to provide continuing education credits for paramedics working in multiple states. Which statement BEST describes the primary benefit of pursuing CAPCE accreditation for this program?	Single	CAPCE accreditation enables participants to earn CE credits that are recognized across state lines through standardized educational design and physician oversight requirements.	CAPCE accreditation provides programmatic approval for initial paramedic education programs through evaluation of clinical site partnerships and student outcome data.	CAPCE accreditation establishes the legal authority to issue nationally recognized EMS certifications that exempt graduates from individual state licensure examinations.	CAPCE accreditation ensures that online continuing education courses meet federal distance learning standards through verification of learning management system capabilities.			A	2	Administrative Issues	Administrative Issues > National EMS Education Program Accreditation	"CAPCE (Commission on Accreditation for Pre-Hospital Continuing Education) specifically accredits continuing education programs, not initial education programs, and ensures that courses meet standards for sound educational design, physician oversight, current references, and appropriate infrastructure. This standardized approach facilitates multi-state CE credit recognition, addressing the instructor's goal of serving paramedics across jurisdictions. Option B confuses CAPCE with CAAHEP, which accredits initial paramedic education programs and evaluates different standards including clinical partnerships. Option C misrepresents CAPCE's scope; it accredits CE courses but does not grant certification authority or exemptions from state licensure requirements. Option D partially describes valid considerations for online CE, but CAPCE's primary benefit extends beyond just online delivery to encompass all CE formats (live, online, and virtual) with emphasis on educational quality and multi-state recognition rather than solely technology standards."	"Foundations of Education, page 470"
Chapter 24	INST-3E-811	An EMS program director is reviewing foundational documents to understand the complete domain of out-of-hospital emergency care knowledge. Which document defines the entire scope of EMS knowledge and skills without assigning them to specific provider levels?	Single	"The National EMS Core Content, developed through collaboration between the National Association of EMS Physicians and the American College of Emergency Physicians"	"The National EMS Education Standards, developed through collaboration between the National Highway Traffic Safety Administration and state EMS medical directors"	"The National EMS Scope of Practice Model, developed through collaboration between the National Registry of Emergency Medical Technicians and state licensing agencies"	"The National EMS Curriculum, developed through collaboration between the Committee on Accreditation of Educational Programs for the Emergency Medical Services Professions and regional coordinators"			A	1	Administrative Issues	Administrative Issues > National EMS Core Content	"The National EMS Core Content (2005) is the foundational document that defines the entire domain of EMS knowledge and skills without assigning competencies to any specific certification level, led by medical organizations NAEMSP and ACEP. The National EMS Education Standards would be appropriate when discussing the minimum terminal learning objectives required for each provider level and how content should be taught. The National EMS Scope of Practice Model would be correct when identifying which skills and interventions are appropriate for EMTs, AEMTs, and paramedics at the state level. The National EMS Curriculum would be relevant when discussing specific lesson plans and instructional guidelines that programs historically followed before the transition to competency-based education."	"Foundations of Education, page 469"
Chapter 24	INST-3E-814	Which statement BEST DESCRIBES the National EMS Core Content?	Single	The National EMS Core Content defines the entire domain of EMS knowledge and skills without assigning these to specific provider levels.	The Core Content assigns specific skills and competencies to designated EMS provider levels rather than presenting a comprehensive domain overview.	The Core Content is only relevant to paramedics and does not apply to other EMS provider levels or certifications.	The Core Content focuses exclusively on the cognitive domain without addressing psychomotor or affective learning domains in EMS education.			A	2	Administrative Issues	Administrative Issues > National EMS Core Content	"The National EMS Core Content defines the comprehensive domain of EMS knowledge and skills, providing a foundation without specifying provider levels. Assigning skills to specific EMS provider levels is not the most effective approach unless the focus is on the National EMS Scope of Practice Model, which delineates levels. The notion that the Core Content is only relevant to paramedics could be effective when discussing paramedic-specific guidelines, however, this scenario requires a broader understanding that applies to all EMS levels. Focusing exclusively on the cognitive domain addresses knowledge acquisition but does not encompass the full scope of EMS skills and competencies."	"Foundations of Education, page 469"
Chapter 24	INST-3E-816	What is the KEY DIFFERENCE between institutional rules and program-specific policies in the context of EMS education?	Single	"Institutional rules ensure program and institutional accreditation through adherence to specific regulations, while program-specific policies are tailored to address the unique operational needs of the EMS program."	"Institutional rules are merely suggestions that can be ignored when inconvenient for the program, while program-specific policies are mandatory requirements that must be followed at all times."	"Institutional rules focus solely on academic performance and classroom-based learning outcomes, while program-specific policies are designed to address clinical skills development and practical competencies in the field."	"Institutional rules serve as temporary guidelines that change frequently based on circumstances, while program-specific policies are permanent standards that remain fixed and unchanging over time."			A	4	Administrative Issues	Administrative Issues > Institutional Issues	"Institutional rules ensure program and institutional accreditation by adhering to specific regulations, which is crucial for maintaining standards and recognition. The idea that institutional rules are suggestions is a misconception, as they are mandatory for compliance and accreditation. Focusing solely on academic performance is not the most effective approach unless discussing specific academic policies, as institutional rules encompass a broader scope including conduct and safety. Describing institutional rules as temporary could be effective when revising interim policies, however, this scenario requires understanding their ongoing role in accreditation."	"Foundations of Education, page 472"
Chapter 25	INST-3E-817	"When teaching EMS students about legal liability, how should an instructor define a tort?"	Single	"A private or civil wrong or injury, other than breach of contract, for which the law allows a remedy through compensation or damages"	A criminal violation that results in prosecution by the state and may lead to incarceration or fines imposed by the court system	A failure to fulfill the terms of a legally binding agreement between two parties that results in financial loss or other damages	An intentional act committed with malice or deliberate intent to cause harm that violates established standards of professional conduct			A	1	Legal Issues	Legal Issues for EMS Educators > Tort Law	"A tort is correctly defined as a private or civil wrong, distinct from breach of contract, for which legal remedies exist. This definition encompasses both intentional and negligent acts that cause injury or harm. The criminal violation option would be appropriate when discussing criminal law, which involves prosecution by the state rather than civil remedies between private parties. The breach of contract option would be correct when teaching about contract law, but breach of contract is specifically excluded from the definition of tort. The intentional act option would be relevant when discussing intentional torts specifically, but this incorrectly excludes negligent torts, which comprise the majority of healthcare-related tort cases."	"Foundations of Education, page 500"
Chapter 25	INST-3E-819	An EMS instructor is sued for malpractice after a student allegedly sustains an injury during skills practice due to inadequate supervision. The instructor's attorney is preparing the defense strategy. Which approach best addresses the legal requirement for establishing the elements of professional malpractice in this case?	Single	"Prepare to retain a qualified EMS education expert witness who can testify about whether the instructor's supervision met professional standards of care, as most jurisdictions require expert testimony to establish all elements of malpractice."	"Gather testimony from other instructors at the program who can provide character references and describe the defendant's teaching methods, as peer testimony typically satisfies the requirement for establishing professional standards."	"Collect statements from students who were present during the incident describing what occurred, as firsthand witness accounts generally fulfill the evidentiary requirements for demonstrating adherence to professional duty."	"Compile documentation showing the instructor's certifications and years of experience in EMS education, as credentials alone typically establish whether the standard of care was met in professional malpractice litigation."			A	5	Legal Issues	Legal Issues for EMS Educators > Negligence	"The correct answer recognizes that expert testimony is legally required in most jurisdictions to establish all elements of professional malpractice, including defining the standard of care, demonstrating breach, and establishing causation. Peer character references, while valuable for demonstrating reputation, cannot substitute for qualified expert testimony regarding professional standards in malpractice proceedings. Student eyewitness testimony establishes facts about what occurred but cannot determine whether professional standards were met without expert interpretation. Credentials and experience documentation support an instructor's qualifications but do not themselves prove adherence to standards of care; expert analysis is still required to evaluate whether actions met professional expectations."	"Foundations of Education, page 502"
Chapter 25	INST-3E-827	Which statement BEST DESCRIBES the primary purpose of a clinical affiliation agreement between an EMS educational program and a hospital-based clinical site?	Single	To establish the formal legal relationship between institutions and clarify that students are learners who cannot replace paid clinical staff members	To document the administrative procedures for student scheduling and ensure that the clinical site maintains adequate malpractice insurance coverage for all participants	To transfer legal liability for student actions from the educational institution to the clinical site during all supervised patient care activities	To create binding employment contracts between students and clinical sites that guarantee future job placement upon successful program completion and graduation			A	2	Legal Issues	Legal Issues for EMS Educators > Program Clinical Affiliation Agreements	"Clinical affiliation agreements serve as legally binding documents that define the educational relationship between institutions and explicitly establish that students are present for learning purposes, not as substitutes for employed personnel. This distinction protects both students and institutions from liability issues and labor law violations, as outlined in the 'Framework for Clinical Education Agreements' and 'Student–Employee Relationships' sections (p. 513). The administrative scheduling documentation answer addresses operational logistics but misses the fundamental legal purpose of defining the student-institution relationship and preventing workforce substitution. The liability transfer answer reflects a misconception, as affiliation agreements typically clarify shared responsibilities rather than completely transferring liability from one party to another. The employment contract answer is incorrect because affiliation agreements specifically establish that students are NOT employees and have no employment relationship or job placement guarantees with clinical sites."	"Foundations of Education, page 512"
Chapter 25	INST-3E-831	Which statement BEST DESCRIBES the role of expert testimony in professional malpractice cases involving EMS educators?	Single	"In many states, expert testimony is required to establish all elements of professional malpractice, and some jurisdictions require expert certification of merit before filing."	"Expert testimony is optional in most malpractice cases, as the judge typically determines the applicable standard of care based on statutory requirements."	Any credentialed healthcare provider can serve as an expert witness regardless of their familiarity with EMS education standards or instructional practices.	The plaintiff in a malpractice case may testify about professional standards of care if they have completed basic training in the profession being evaluated.			A	2	Legal Issues	Legal Issues for EMS Educators > Negligence	"Expert testimony is legally required in most states to establish what the standard of care should have been, whether it was breached, and whether that breach caused harm—all essential elements of malpractice. Some jurisdictions go further by requiring a certified expert to review the case and attest to its merit before a lawsuit can proceed, preventing frivolous litigation. The second option incorrectly suggests expert testimony is optional and that judges independently determine standards, when in fact judges rely on qualified experts to establish professional standards in specialized fields. The third option fails to recognize that experts must be qualified specifically in the relevant field—EMS education expertise would be necessary, not just general healthcare credentials. The fourth option misunderstands that plaintiffs cannot serve as their own experts simply because they have training; establishing professional standards requires an objective, qualified expert with appropriate credentials and experience in the specific field at issue."	"Foundations of Education, page 502"
Chapter 25	INST-3E-834	An EMS instructor receives a call from a hospital preceptor who reports that a paramedic student has successfully completed five supervised IV cannulations in the skills lab and now wants to attempt the procedure independently on a patient while the preceptor completes paperwork at the nurses' station. What should the instructor advise the preceptor?	Single	"The student must perform the invasive skill under direct observation with the preceptor physically present at bedside, regardless of previous lab competency demonstrations."	The student may perform the skill independently if the preceptor remains immediately available within the clinical area to respond if assistance is needed.	The student may proceed independently since successful completion of five supervised attempts demonstrates sufficient competency to work without direct observation during clinical rotations.	"The student may perform the skill if a registered nurse agrees to observe the procedure, since nursing licensure meets supervision requirements for paramedic students."			A	3	Legal Issues	Legal Issues for EMS Educators > Clinical Instruction	"Students must perform invasive skills and medication administration only under direct observation and supervision, meaning the preceptor must be physically present to observe the procedure, not merely available nearby. The distractor about being 'immediately available' reflects the common misconception that supervision means proximity rather than direct observation, though this standard would be appropriate for non-invasive assessments or patient interactions. The distractor about independent practice after demonstrating competency addresses the misconception that lab proficiency eliminates supervision requirements, though competency validation is appropriate for skills lab sign-off and progression decisions. The distractor about RN supervision reflects misunderstanding of the requirement that supervisors must be licensed at or above the student's training level, though RN collaboration is appropriate for interprofessional learning experiences where the EMS preceptor maintains primary supervisory responsibility."	"Foundations of Education, page 506"
Chapter 26	INST-3E-848	A paramedic program director receives notification that a site visit has been scheduled. Which organization conducts the comprehensive evaluation and submits accreditation recommendations based on the established standards?	Single	CoAEMSP reviews the program against published standards and forwards recommendations to CAAHEP for the final accreditation decision.	CAAHEP conducts all site visits independently and makes both the evaluation and the final accreditation decision without external recommendations.	NREMT performs the program evaluation as the certification body and submits findings to CoAEMSP for the accreditation determination.	The program's advisory committee completes the self-study review and provides accreditation recommendations directly to the institutional administration.			A	1	Administrative Issues	Who Are CoAEMSP and CAAHEP?	"CoAEMSP serves as the Committee on Accreditation that conducts site visits, evaluates paramedic programs against published standards, and makes recommendations to CAAHEP, which holds the authority to grant accreditation status. CAAHEP making independent decisions would bypass the committee structure designed to provide specialized expertise in EMS education evaluation. NREMT certifies individual practitioners rather than accrediting educational programs, so this organization would be appropriate for discussing credentialing pathways but not program accreditation processes. Advisory committees provide program-level guidance on curriculum and community needs, making them valuable for program improvement discussions but not for understanding the formal accreditation relationship between CoAEMSP and CAAHEP."	"Foundations of Education, page 534"
Chapter 26	INST-3E-849	Which statement BEST DESCRIBES the impact of the 2013 NREMT initiative on paramedic education program accreditation requirements?	Single	"The initiative required all paramedic candidates to graduate from CAAHEP-accredited programs or programs with a CAAHEP letter of review for national certification eligibility, which significantly increased accreditation participation rates."	The initiative established voluntary accreditation standards that programs could choose to adopt while maintaining state-level certification pathways as the primary credentialing mechanism.	The initiative created reciprocity agreements between states that allowed paramedics certified in one jurisdiction to practice nationally without additional accreditation requirements.	The initiative recommended that programs pursue CoAEMSP accreditation but preserved alternative pathways to national certification for graduates of state-approved programs.			A	2	Administrative Issues	NREMT Initiative and the Growth of Accreditation	"The 2013 NREMT initiative mandated that paramedic candidates graduate from CAAHEP-accredited programs or programs holding a CAAHEP letter of review to be eligible for national certification. This requirement transformed accreditation from voluntary to effectively mandatory, dramatically increasing program participation in the accreditation process. It is important to note that CAAHEP is the accrediting body, while CoAEMSP serves as the Committee on Accreditation that recommends programs to CAAHEP for accreditation. The voluntary accreditation option describes the pre-2013 landscape when programs could choose whether to seek accreditation. Reciprocity agreements relate to interstate credential recognition and licensure portability, which remain separate state-level considerations. The final option incorrectly references CoAEMSP as the accreditor and mischaracterizes the initiative's binding nature; while states retain separate licensure authority, the NREMT requirement eliminated alternative routes to national certification for paramedic candidates, with the exception of the letter of review pathway for programs in the accreditation process."	"Foundations of Education, page 535"
Chapter 26	INST-3E-857	An EMS instructor is developing orientation materials for new faculty and needs to explain the relationship between recognition and accreditation. Which statement BEST describes the roles of the Council for Higher Education Accreditation (CHEA) and the U.S. Department of Education (USDE)?	Single	"CHEA and USDE recognize accrediting organizations by reviewing their quality and standards, but they do not directly accredit individual educational institutions or programs."	CHEA and USDE directly accredit educational institutions and programs after conducting comprehensive site visits and reviewing compliance with federal educational standards and requirements.	"CHEA and USDE perform identical functions in the accreditation process, with both organizations using the same criteria to accredit institutions seeking federal student aid eligibility."	"CHEA recognizes institutional accrediting bodies while USDE directly accredits programmatic accreditors, creating a two-tiered system for ensuring educational quality and accountability standards."			A	1	Administrative Issues	Types of Accreditation	"CHEA and USDE serve as recognition bodies that evaluate and approve accrediting organizations, ensuring these accreditors maintain appropriate standards and processes. This is a critical distinction from accreditation itself. Distractor B reflects the common misconception that CHEA and USDE directly accredit institutions; this statement would accurately describe the role of organizations like CoAEMSP or regional accreditors. Distractor C contains two errors: CHEA and USDE have different scopes (CHEA is non-governmental, USDE is federal), and this statement would be more appropriate when comparing two accrediting bodies at the same organizational level. Distractor D incorrectly splits their functions; this type of divided responsibility would be accurate when describing the difference between institutional and programmatic accreditation, not recognition bodies."	"Foundations of Education, page 533"
